Date,Temp_Anomaly_°C,CO2_in_ppm,Precip_in_mm,Nino34_in_°C,Volcanic_Global,TSI_Wm2
1985-12-01,0.14,347.04,55.066185,-0.4,0.010950000000000001,1361.294
1986-01-01,0.26,346.82,58.135166,-0.79,0.0,1361.2906
1986-02-01,0.37,346.98,50.131996,-0.64,0.015200000000000002,1361.1675
1986-03-01,0.3,346.93,55.35187,-0.51,0.0144,1361.3021
1986-04-01,0.22,347.29,55.86186,-0.41,0.0,1361.2607
1986-05-01,0.21,347.42,55.438797,-0.47,0.0147,1361.3339
1986-06-01,0.12,347.61,64.62277,-0.08,0.0135,1361.265
1986-07-01,0.11,347.43,73.16169,0.16,0.0,1361.2526
1986-08-01,0.16,347.51,69.67418,0.24,0.0134,1361.204
1986-09-01,0.03,348.61,65.32164,0.59,0.0126,1361.2097
1986-10-01,0.15,348.04,62.0117,0.9,0.0,1361.2418
1986-11-01,0.1,348.28,55.65544,1.04,0.0126,1361.325
1986-12-01,0.13,348.36,53.312096,0.98,0.012150000000000001,1361.2795
1987-01-01,0.32,348.66,56.575314,1.19,0.0,1361.2693
1987-02-01,0.43,348.24,49.660942,1.17,0.01145,1361.2632
1987-03-01,0.18,348.39,54.207493,1.24,0.0109,1361.267
1987-04-01,0.24,348.84,49.335976,0.89,0.0,1361.2163
1987-05-01,0.25,349.09,54.987965,0.91,0.0104,1361.345
1987-06-01,0.35,349.29,61.271824,1.24,0.0103,1361.4546
1987-07-01,0.4,349.51,71.643745,1.34,0.0,1361.4686
1987-08-01,0.24,349.65,72.15417,1.48,0.0108,1361.375
1987-09-01,0.35,349.85,62.1066,1.53,0.0104,1361.459
1987-10-01,0.32,349.96,55.489536,1.36,0.0,1361.442
1987-11-01,0.29,350.15,55.725143,1.29,0.0094,1361.5863
1987-12-01,0.46,350.14,57.708443,1.05,0.0089,1361.6024
1988-01-01,0.56,350.49,56.167698,0.69,0.0,1361.6593
1988-02-01,0.44,350.99,53.77475,0.35,0.008650000000000001,1361.7173
1988-03-01,0.51,350.99,58.337704,0.29,0.0078,1361.534
1988-04-01,0.42,351.03,53.877045,-0.49,0.0,1361.6476
1988-05-01,0.44,351.22,57.036697,-1.05,0.0074,1361.9204
1988-06-01,0.4,351.55,65.36569,-1.46,0.0071,1361.5718
1988-07-01,0.33,352.16,77.814835,-1.54,0.0,1361.3488
1988-08-01,0.39,352.01,80.30827,-1.44,0.008799999999999999,1361.71
1988-09-01,0.36,352.18,67.79714,-1.33,0.0069,1361.9706
1988-10-01,0.37,352.62,60.05061,-2.09,0.0,1361.6415
1988-11-01,0.12,352.53,58.068542,-2.18,0.0065,1361.9169
1988-12-01,0.29,352.52,59.94677,-1.98,0.0068,1361.8024
1989-01-01,0.12,352.99,57.42728,-1.95,0.0,1362.0247
1989-02-01,0.3,352.69,50.545685,-1.37,0.0068000000000000005,1362.1587
1989-03-01,0.36,352.6,61.29299,-1.33,0.0062,1361.9265
1989-04-01,0.29,353.07,54.635353,-1.11,0.0,1362.1699
1989-05-01,0.17,352.78,58.93784,-0.8,0.006,1362.3761
1989-06-01,0.15,353.06,66.73556,-0.64,0.0052,1361.824
1989-07-01,0.34,353.38,73.751625,-0.47,0.0,1362.7047
1989-08-01,0.33,353.43,74.35543,-0.58,0.0075,1362.05
1989-09-01,0.34,353.37,65.51669,-0.38,0.0062,1361.7678
1989-10-01,0.29,353.57,61.12287,-0.4,0.0,1362.5636
1989-11-01,0.2,353.68,55.837288,-0.3,0.0054,1362.394
1989-12-01,0.37,353.84,59.084072,-0.13,0.00545,1362.4291
1990-01-01,0.41,353.78,58.487,0.02,0.0,1362.4414
1990-02-01,0.43,354.37,52.852646,0.36,0.00665,1362.2257
1990-03-01,0.8,354.27,54.087578,0.2,0.0062,1362.2379
1990-04-01,0.56,353.76,57.826996,0.26,0.0,1362.4851
1990-05-01,0.45,354.23,61.571514,0.32,0.0044,1362.1062
1990-06-01,0.37,354.02,65.01084,0.0,0.0052,1362.3877
1990-07-01,0.45,354.24,75.37495,0.15,0.0,1362.0226
1990-08-01,0.34,354.68,70.7541,0.17,0.007350000000000001,1361.6699
1990-09-01,0.23,354.69,66.09593,0.12,0.0068,1362.4089
1990-10-01,0.44,354.94,62.427464,0.13,0.0,1362.1974
1990-11-01,0.46,355.18,55.670822,0.08,0.0058,1361.3508
1990-12-01,0.4,355.26,57.97898,0.32,0.006,1361.921
1991-01-01,0.42,354.9,61.551056,0.51,0.0,1361.5348
1991-02-01,0.49,355.11,51.209335,0.32,0.00585,1361.8354
1991-03-01,0.35,355.79,58.114532,0.1,0.0055,1361.9319
1991-04-01,0.51,356.13,53.10165,0.21,0.0,1362.6871
1991-05-01,0.34,356.1,58.934288,0.44,0.0053,1361.9824
1991-06-01,0.53,355.88,66.604965,0.65,0.0116,1361.9777
1991-07-01,0.47,355.69,72.963135,0.62,0.0,1362.23
1991-08-01,0.39,355.59,70.39931,0.43,0.054349999999999996,1362.193
1991-09-01,0.44,355.66,59.379566,0.22,0.0964,1362.5004
1991-10-01,0.29,355.69,57.018246,0.91,0.0,1361.6536
1991-11-01,0.29,355.87,52.950775,1.14,0.1197,1362.221
1991-12-01,0.32,356.02,56.551315,1.62,0.13825,1361.4285
1992-01-01,0.47,356.29,53.178844,1.61,0.0,1362.0728
1992-02-01,0.4,356.47,52.71348,1.62,0.14884999999999998,1361.9536
1992-03-01,0.48,356.38,52.44828,1.5,0.1428,1362.3589
1992-04-01,0.27,356.51,52.005985,1.41,0.0,1362.2018
1992-05-01,0.31,356.52,54.046013,1.27,0.1386,1362.0342
1992-06-01,0.25,357.07,60.69637,0.53,0.13219999999999998,1361.9097
1992-07-01,0.08,356.58,70.548584,0.27,0.0,1361.6243
1992-08-01,0.08,356.67,71.820305,-0.15,0.11845,1361.6045
1992-09-01,-0.01,356.36,64.037384,-0.14,0.1044,1361.7617
1992-10-01,0.06,356.72,57.39512,-0.35,0.0,1361.4755
1992-11-01,0.03,356.48,56.875374,-0.14,0.0978,1361.7032
1992-12-01,0.22,356.5,57.348827,0.04,0.08555,1361.882
1993-01-01,0.34,357.06,58.114517,0.28,0.0,1361.9104
1993-02-01,0.37,356.54,53.93337,0.42,0.07020000000000001,1361.4453
1993-03-01,0.36,356.88,53.162457,0.47,0.0608,1361.8
1993-04-01,0.27,356.71,51.409824,0.92,0.0,1361.7788
1993-05-01,0.28,357.14,58.215294,0.93,0.0559,1361.7452
1993-06-01,0.23,357.24,66.08518,0.64,0.05035,1361.7415
1993-07-01,0.25,356.87,74.77604,0.33,0.0,1361.6942
1993-08-01,0.11,357.44,71.25329,0.16,0.0435,1361.653
1993-09-01,0.11,357.51,64.48107,0.26,0.0394,1361.4954
1993-10-01,0.23,357.61,57.32124,0.36,0.0,1361.296
1993-11-01,0.03,357.65,55.48464,0.28,0.0376,1361.331
1993-12-01,0.18,357.92,56.658634,0.19,0.033100000000000004,1361.461
1994-01-01,0.26,358.25,57.049385,0.03,0.0,1361.2896
1994-02-01,0.02,358.21,51.371357,-0.16,0.0275,1361.5887
1994-03-01,0.29,358.41,56.89864,-0.06,0.0238,1361.6433
1994-04-01,0.41,358.59,51.19208,0.03,0.0,1361.4783
1994-05-01,0.28,358.59,58.46554,0.14,0.0218,1361.386
1994-06-01,0.43,358.57,66.41248,0.27,0.0195,1361.378
1994-07-01,0.3,358.91,72.41408,0.16,0.0,1361.3567
1994-08-01,0.21,359.29,72.83557,0.52,0.017599999999999998,1361.3743
1994-09-01,0.31,359.31,64.275894,0.4,0.0161,1361.2416
1994-10-01,0.42,359.63,58.057625,0.9,0.0,1361.2976
1994-11-01,0.44,359.8,56.441288,1.14,0.0166,1361.4373
1994-12-01,0.39,359.96,54.40447,1.21,0.01595,1361.2954
1995-01-01,0.52,359.91,56.457584,1.1,0.0,1361.4304
1995-02-01,0.79,360.18,52.75738,0.87,0.01185,1361.4099
1995-03-01,0.46,360.37,58.237396,0.49,0.0109,1361.3363
1995-04-01,0.46,360.76,52.203117,0.27,0.0,1361.2808
1995-05-01,0.27,360.73,58.894646,0.03,0.01,1361.2805
1995-06-01,0.43,360.98,64.1861,0.08,0.009649999999999999,1361.3293
1995-07-01,0.45,361.1,75.452736,0.03,0.0,1361.3048
1995-08-01,0.45,360.93,74.80498,-0.38,0.009049999999999999,1361.3181
1995-09-01,0.33,361.7,65.09611,-0.57,0.0085,1361.3
1995-10-01,0.47,361.52,59.828354,-0.72,0.0,1361.2302
1995-11-01,0.44,361.75,57.55134,-0.78,0.0088,1361.2811
1995-12-01,0.26,361.67,56.405895,-0.72,0.008150000000000001,1361.241
1996-01-01,0.24,361.98,59.626972,-0.65,0.0,1361.2712
1996-02-01,0.45,362.47,56.432953,-0.66,0.0073,1361.228
1996-03-01,0.32,362.64,58.890934,-0.48,0.0068,1361.1904
1996-04-01,0.33,361.99,53.539284,-0.34,0.0,1361.2086
1996-05-01,0.27,362.23,56.595474,-0.4,0.0063,1361.2434
1996-06-01,0.25,362.82,65.490105,-0.12,0.00635,1361.2332
1996-07-01,0.36,362.98,74.654335,-0.14,0.0,1361.2281
1996-08-01,0.48,363.13,73.496506,-0.3,0.0063999999999999994,1361.2538
1996-09-01,0.25,363.14,67.41656,-0.34,0.0059,1361.2888
1996-10-01,0.24,363.12,60.839725,-0.28,0.0,1361.2366
1996-11-01,0.38,363.18,57.86247,-0.3,0.0064,1361.1157
1996-12-01,0.37,363.23,57.240147,-0.43,0.00625,1361.3204
1997-01-01,0.33,363.03,61.197403,-0.43,0.0,1361.2993
1997-02-01,0.4,363.4,54.3294,-0.24,0.00585,1361.2887
1997-03-01,0.52,363.02,55.835533,-0.06,0.0053,1361.3068
1997-04-01,0.33,363.82,53.895313,0.34,0.0,1361.3026
1997-05-01,0.34,363.87,55.47259,0.87,0.0052,1361.3402
1997-06-01,0.54,363.56,61.90967,1.15,0.0052499999999999995,1361.3289
1997-07-01,0.34,363.74,72.692696,1.6,0.0,1361.332
1997-08-01,0.41,363.98,69.645355,1.94,0.00525,1361.3864
1997-09-01,0.51,363.83,60.263565,2.1,0.0053,1361.2416
1997-10-01,0.61,364.28,58.637413,2.29,0.0,1361.5432
1997-11-01,0.64,364.71,55.733444,2.42,0.0051,1361.4308
1997-12-01,0.59,365.28,58.612385,2.3,0.0045000000000000005,1361.4747
1998-01-01,0.57,365.19,57.258373,2.42,0.0,1361.5787
1998-02-01,0.88,365.29,51.781742,2.08,0.00385,1361.5168
1998-03-01,0.63,365.73,54.41859,1.49,0.0034,1361.4003
1998-04-01,0.63,366.17,54.880768,0.9,0.0,1361.6934
1998-05-01,0.68,366.68,56.750313,0.68,0.0031,1361.6041
1998-06-01,0.77,366.95,67.3506,-0.39,0.0028,1361.6506
1998-07-01,0.66,367.29,77.1041,-0.73,0.0,1361.8511
1998-08-01,0.65,367.69,78.15409,-0.83,0.00245,1361.6605
1998-09-01,0.41,367.51,69.08745,-0.82,0.0023,1361.6462
1998-10-01,0.41,367.82,68.08728,-1.19,0.0,1361.9623
1998-11-01,0.43,367.7,55.843468,-1.23,0.0022,1361.8809
1998-12-01,0.54,368.05,57.046303,-1.51,0.0022,1361.9692
1999-01-01,0.48,368.13,61.903778,-1.53,0.0,1362.1042
1999-02-01,0.64,368.46,54.535194,-1.41,0.0022,1361.8348
1999-03-01,0.32,368.24,58.851387,-0.92,0.0021,1361.9711
1999-04-01,0.32,368.62,54.561417,-0.81,0.0,1361.8689
1999-05-01,0.26,368.31,59.681534,-0.87,0.0021,1361.9812
1999-06-01,0.36,368.29,65.877945,-0.95,0.0021,1361.9734
1999-07-01,0.38,368.93,74.76124,-0.84,0.0,1362.0599
1999-08-01,0.31,368.63,76.831894,-0.98,0.0021,1362.0675
1999-09-01,0.38,368.28,67.63614,-0.84,0.0021,1362.2136
1999-10-01,0.34,368.8,64.915764,-1.03,0.0,1361.7329
1999-11-01,0.37,368.86,57.66565,-1.41,0.0021,1361.9132
1999-12-01,0.4,368.93,59.859077,-1.54,0.0021,1361.9463
2000-01-01,0.24,369.24,59.39306,-1.79,0.0,1362.3506
2000-02-01,0.56,368.99,57.693306,-1.53,0.0021,1362.1687
2000-03-01,0.55,369.24,60.27805,-1.26,0.0021,1361.9939
2000-04-01,0.56,369.44,57.480453,-0.8,0.0,1362.2375
2000-05-01,0.36,368.87,60.13744,-0.8,0.0021,1361.9108
2000-06-01,0.4,369.66,69.48476,-0.75,0.0021,1362.0281
2000-07-01,0.39,369.36,75.00684,-0.57,0.0,1362.1401
2000-08-01,0.42,369.87,72.896965,-0.36,0.0021,1362.5767
2000-09-01,0.38,370.46,65.305725,-0.39,0.0021,1361.984
2000-10-01,0.26,370.42,63.067905,-0.55,0.0,1362.6084
2000-11-01,0.3,370.48,59.303795,-0.75,0.0021,1362.4606
2000-12-01,0.28,370.46,58.620884,-0.92,0.0021,1362.5686
2001-01-01,0.45,370.6,58.097046,-0.88,0.0,1362.2892
2001-02-01,0.44,370.95,53.872505,-0.63,0.0021,1362.3119
2001-03-01,0.55,371.06,60.48982,-0.48,0.0021,1361.8824
2001-04-01,0.5,370.99,52.505264,-0.3,0.0,1361.8597
2001-05-01,0.57,371.11,58.30009,-0.3,0.0021,1362.0925
2001-06-01,0.52,371.18,68.034676,-0.11,0.0021,1362.0206
2001-07-01,0.59,371.08,72.54783,0.01,0.0,1362.217
2001-08-01,0.49,371.39,68.76873,-0.07,0.0021,1361.9353
2001-09-01,0.51,371.61,63.450974,-0.28,0.0021,1361.7737
2001-10-01,0.5,371.85,61.24484,-0.26,0.0,1362.2314
2001-11-01,0.72,371.92,58.102222,-0.28,0.0021,1361.9543
2001-12-01,0.55,372.09,57.468372,-0.46,0.00215,1362.4086
2002-01-01,0.77,372.48,56.579044,-0.14,0.0,1362.8835
2002-02-01,0.78,372.49,52.7009,0.0,0.0021,1362.8602
2002-03-01,0.88,372.61,56.667885,0.11,0.002,1362.5936
2002-04-01,0.58,372.54,54.31721,0.14,0.0,1362.1416
2002-05-01,0.64,372.98,58.761913,0.21,0.002,1362.1659
2002-06-01,0.53,373.46,64.539925,0.68,0.0019,1362.1512
2002-07-01,0.61,373.58,70.09244,0.57,0.0,1361.629
2002-08-01,0.53,373.7,71.22613,0.7,0.00185,1361.7991
2002-09-01,0.63,374.29,63.33961,0.82,0.0022,1361.9845
2002-10-01,0.54,374.06,59.50484,1.16,0.0,1361.9357
2002-11-01,0.59,374.52,53.123386,1.41,0.0022,1361.8413
2002-12-01,0.44,374.72,57.080746,1.41,0.0024999999999999996,1362.3444
2003-01-01,0.74,374.82,56.315365,0.98,0.0,1362.2438
2003-02-01,0.58,374.95,52.714153,0.64,0.0028,1362.1492
2003-03-01,0.6,374.99,56.241604,0.48,0.0026,1361.6288
2003-04-01,0.55,375.24,52.057934,-0.03,0.0,1361.6735
2003-05-01,0.6,375.73,56.46343,-0.52,0.0026,1361.6788
2003-06-01,0.48,376.22,66.27957,-0.19,0.0025,1361.5311
2003-07-01,0.58,376.37,72.65765,0.14,0.0,1361.6709
2003-08-01,0.65,376.27,73.077385,0.05,0.0027,1361.7899
2003-09-01,0.62,376.65,65.03653,0.15,0.0029,1361.8505
2003-10-01,0.72,376.65,61.271397,0.46,0.0,1360.7906
2003-11-01,0.53,376.99,53.079693,0.39,0.0028,1361.5948
2003-12-01,0.75,376.93,58.426994,0.32,0.00275,1361.7275
2004-01-01,0.58,376.96,59.473034,0.26,0.0,1361.5123
2004-02-01,0.72,377.19,55.600285,0.17,0.00245,1361.5675
2004-03-01,0.63,377.4,55.754333,-0.1,0.0024,1361.5515
2004-04-01,0.61,377.8,54.29307,0.06,0.0,1361.6261
2004-05-01,0.37,377.66,60.867588,0.1,0.0024,1361.4795
2004-06-01,0.44,377.57,64.00085,0.14,0.0022,1361.506
2004-07-01,0.26,377.12,74.24994,0.41,0.0,1361.1465
2004-08-01,0.45,377.9,69.1031,0.66,0.0024000000000000002,1361.2194
2004-09-01,0.5,377.8,66.03824,0.67,0.0025,1361.4816
2004-10-01,0.61,377.99,59.671402,0.73,0.0,1361.5154
2004-11-01,0.72,378.49,57.106674,0.62,0.0025,1361.4349
2004-12-01,0.5,378.48,58.47198,0.71,0.0026,1361.6178
2005-01-01,0.74,378.37,58.43203,0.56,0.0,1361.1162
2005-02-01,0.6,379.1,47.034214,0.26,0.003,1361.3435
2005-03-01,0.74,379.45,57.76644,0.28,0.0034,1361.313
2005-04-01,0.67,379.84,52.141064,0.28,0.0,1361.2676
2005-05-01,0.63,379.49,58.834106,0.3,0.0035,1361.2483
2005-06-01,0.64,380.07,66.97456,0.22,0.0033499999999999997,1361.2291
2005-07-01,0.61,380.38,74.95919,-0.01,0.0,1361.2877
2005-08-01,0.6,380.61,72.86904,-0.04,0.00345,1361.3584
2005-09-01,0.71,380.2,64.06966,-0.08,0.0037,1361.1774
2005-10-01,0.75,380.5,62.435226,-0.15,0.0,1361.3395
2005-11-01,0.73,380.69,55.8264,-0.44,0.0037,1361.1814
2005-12-01,0.68,381.09,60.293392,-0.75,0.00365,1361.2891
2006-01-01,0.56,381.33,62.810234,-0.98,0.0,1361.3391
2006-02-01,0.73,381.58,54.089737,-0.71,0.0033499999999999997,1361.3048
2006-03-01,0.63,381.32,61.251125,-0.73,0.0032,1361.2397
2006-04-01,0.47,382.11,57.708954,-0.3,0.0,1361.262
2006-05-01,0.48,382.06,58.62202,-0.11,0.0032,1361.4227
2006-06-01,0.66,381.93,65.444885,0.09,0.00315,1361.2767
2006-07-01,0.54,382.1,73.88506,0.03,0.0,1361.2229
2006-08-01,0.7,382.27,71.304115,0.37,0.00395,1361.0892
2006-09-01,0.65,382.35,64.32563,0.63,0.0043,1361.262
2006-10-01,0.7,382.66,61.591805,0.76,0.0,1361.28
2006-11-01,0.74,382.52,57.696968,0.98,0.0044,1361.0597
2006-12-01,0.79,382.84,61.70315,1.1,0.00515,1361.0748
2007-01-01,1.02,382.88,60.70323,0.59,0.0,1361.09
2007-02-01,0.7,383.22,51.011433,0.12,0.00525,1361.1149
2007-03-01,0.71,383.17,58.661606,-0.15,0.0045,1361.1953
2007-04-01,0.76,383.95,54.04213,-0.16,0.0,1361.1434
2007-05-01,0.68,383.56,59.467976,-0.39,0.0045,1361.1669
2007-06-01,0.61,384.06,67.102936,-0.16,0.00405,1361.2335
2007-07-01,0.59,384.25,75.9711,-0.37,0.0,1361.1835
2007-08-01,0.6,383.95,76.57874,-0.57,0.00405,1361.2196
2007-09-01,0.59,384.56,67.01799,-1.04,0.0042,1361.1638
2007-10-01,0.58,384.72,62.55206,-1.4,0.0,1361.163
2007-11-01,0.59,384.9,55.919003,-1.58,0.0041,1361.1566
2007-12-01,0.5,385.07,60.435177,-1.61,0.0040999999999999995,1361.188
2008-01-01,0.3,385.54,63.247913,-1.79,0.0,1361.2716
2008-02-01,0.38,385.2,57.969788,-1.7,0.0037,1361.2172
2008-03-01,0.75,384.72,59.856834,-1.17,0.0034,1361.1671
2008-04-01,0.54,384.71,52.08162,-0.89,0.0,1361.2498
2008-05-01,0.5,385.69,56.918026,-0.64,0.0033,1361.2313
2008-06-01,0.49,385.68,67.660675,-0.44,0.0031,1361.1765
2008-07-01,0.6,386.05,78.39524,-0.04,0.0,1361.1759
2008-08-01,0.46,385.98,76.497345,-0.04,0.00345,1361.1876
2008-09-01,0.61,386.69,67.298225,-0.28,0.0043,1361.1763
2008-10-01,0.67,386.5,63.463253,-0.3,0.0,1361.1957
2008-11-01,0.68,386.58,59.0893,-0.37,0.0046,1361.1726
2008-12-01,0.54,386.64,60.50066,-0.9,0.004699999999999999,1361.1406
2009-01-01,0.65,386.86,60.411552,-1.0,0.0,1361.143
2009-02-01,0.52,386.81,55.49386,-0.71,0.00405,1361.1578
2009-03-01,0.53,387.54,57.96093,-0.72,0.004,1361.1624
2009-04-01,0.61,387.15,55.2911,-0.25,0.0,1361.1606
2009-05-01,0.65,387.24,56.557907,0.17,0.0038,1361.2239
2009-06-01,0.64,387.46,60.97785,0.49,0.0036,1361.2194
2009-07-01,0.74,387.77,73.866035,0.69,0.0,1361.1716
2009-08-01,0.69,387.99,70.78836,0.62,0.0056500000000000005,1361.1616
2009-09-01,0.71,388.22,61.146767,0.68,0.0062,1361.1797
2009-10-01,0.66,387.88,60.353153,0.96,0.0,1361.2013
2009-11-01,0.79,388.36,55.78,1.49,0.0056,1361.2705
2009-12-01,0.67,388.43,59.522728,1.81,0.0049499999999999995,1361.2396
2010-01-01,0.75,388.62,58.650528,1.43,0.0,1361.2754
2010-02-01,0.83,389.47,52.263916,1.18,0.0039000000000000003,1361.3927
2010-03-01,0.92,389.85,54.43164,1.07,0.0033,1361.3057
2010-04-01,0.85,390.12,53.945232,0.56,0.0,1361.3822
2010-05-01,0.75,390.09,60.59997,-0.15,0.0034,1361.3627
2010-06-01,0.68,390.1,66.04379,-0.62,0.0032,1361.3256
2010-07-01,0.63,389.93,80.19026,-0.89,0.0,1361.4047
2010-08-01,0.67,390.21,78.62405,-1.33,0.0034000000000000002,1361.3546
2010-09-01,0.63,390.32,71.82279,-1.56,0.0035,1361.3553
2010-10-01,0.71,390.72,62.536537,-1.65,0.0,1361.2633
2010-11-01,0.81,390.99,60.60723,-1.57,0.0034,1361.3619
2010-12-01,0.45,390.8,63.01827,-1.63,0.0040999999999999995,1361.2983
2011-01-01,0.52,391.19,62.34223,-1.7,0.0,1361.3356
2011-02-01,0.48,391.12,60.99544,-1.26,0.00425,1361.3511
2011-03-01,0.65,391.27,64.02604,-0.98,0.0037,1361.3741
2011-04-01,0.64,390.83,56.1602,-0.74,0.0,1361.7372
2011-05-01,0.53,391.24,59.222523,-0.53,0.0035,1361.7183
2011-06-01,0.62,391.64,66.07193,-0.25,0.0034,1361.7072
2011-07-01,0.7,392.24,73.80327,-0.23,0.0,1361.5732
2011-08-01,0.75,392.04,73.64994,-0.66,0.006,1361.4954
2011-09-01,0.56,392.6,67.718285,-0.76,0.0067,1361.4998
2011-10-01,0.65,392.53,63.07694,-0.93,0.0,1361.6578
2011-11-01,0.58,392.64,59.057034,-1.09,0.0064,1361.8337
2011-12-01,0.59,392.86,58.146152,-1.05,0.00575,1361.9802
2012-01-01,0.47,393.07,61.335625,-0.93,0.0,1361.8209
2012-02-01,0.49,393.2,53.646683,-0.61,0.004399999999999999,1361.795
2012-03-01,0.56,392.99,59.42904,-0.48,0.0038,1361.6506
2012-04-01,0.72,393.65,56.604034,-0.29,0.0,1361.7693
2012-05-01,0.78,393.72,65.06309,-0.18,0.0038,1361.6517
2012-06-01,0.64,393.63,66.5939,0.14,0.00345,1361.7397
2012-07-01,0.58,394.12,76.269745,0.44,0.0,1361.4606
2012-08-01,0.66,394.37,74.11549,0.66,0.0034,1361.8741
2012-09-01,0.72,394.75,67.846725,0.44,0.0035,1362.0159
2012-10-01,0.79,394.64,60.833378,0.23,0.0,1361.7957
2012-11-01,0.78,395.25,55.834206,0.33,0.0,1361.8445
2012-12-01,0.53,395.27,58.71184,-0.13,0.0,1361.8113
2013-01-01,0.7,395.62,57.74648,-0.42,0.0,1361.6747
2013-02-01,0.62,396.23,51.725437,-0.4,0.0,1361.69
2013-03-01,0.67,396.07,56.526817,-0.14,0.0,1361.8337
2013-04-01,0.53,395.79,54.22876,-0.08,0.0,1361.7037
2013-05-01,0.6,396.64,63.095734,-0.28,0.0,1361.9454
2013-06-01,0.69,396.48,67.26832,-0.33,0.0,1361.8801
2013-07-01,0.59,397.12,78.11578,-0.28,0.0,1361.9081
2013-08-01,0.7,397.27,75.051155,-0.29,0.0,1361.9625
2013-09-01,0.76,397.24,69.058266,-0.09,0.0,1361.8994
2013-10-01,0.69,397.25,60.844097,-0.24,0.0,1361.6393
2013-11-01,0.83,397.35,61.230396,-0.02,0.0,1361.6637
2013-12-01,0.7,397.78,65.788055,-0.09,0.0,1361.9404
